Country,Name,Contact,CountryCode,Course,Currency_Code,Currency_x,Currency_y,Units,Buy,Sell
palau,Ashley Cook,(455)970-7267,VE,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
croatia,Danny Scott,914.980.8204x1386,IS,PHP,EUR,Euro,European Euro,1,143.56,144.21
martinique,Samantha Sullivan,(224)247-2989,CO,Python,EUR,Euro,European Euro,1,143.56,144.21
estonia,Jordan Scott,551.549.4253x981,KZ,PHP,EUR,Euro,European Euro,1,143.56,144.21
isle of man,Scott Miller,(323)646-0549,KN,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
estonia,Timothy Archer,(603)304-4360x2621,EG,Java,EUR,Euro,European Euro,1,143.56,144.21
france,Sean Green,001-336-207-4513x225,MM,Java,EUR,Euro,European Euro,1,143.56,144.21
malta,Wayne Weber,+1-273-681-4643,NI,Java,EUR,Euro,European Euro,1,143.56,144.21
denmark,Gary Suarez,+1-959-843-1691x5817,ZM,C#,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
italy,Raymond Hardy,001-247-950-9383x40266,CO,Java,EUR,Euro,European Euro,1,143.56,144.21
haiti,Carla Cruz,+1-585-989-2575,SY,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
montenegro,Marissa Leonard,(657)434-5543,PY,Java,EUR,Euro,European Euro,1,143.56,144.21
san marino,Bobby Liu,(380)936-6956,ML,PHP,EUR,Euro,European Euro,1,143.56,144.21
bhutan,William Johnson,+1-595-359-6518x07371,CF,PHP,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
italy,Eric Hines,(654)503-3049x4425,BH,PHP,EUR,Euro,European Euro,1,143.56,144.21
sweden,Paul Glenn,213.414.8994,AF,PHP,SEK,Swedish Krona,Swedish Kroner,1,12.29,12.34
france,Kimberly Wood,+1-722-238-8136,TN,Python,EUR,Euro,European Euro,1,143.56,144.21
thailand,Michael Poole,+1-713-560-8497,SA,Python,THB,Baht,Thai Baht,1,3.62,3.63
belgium,Jill Rosales,(929)719-2196,AF,Python,EUR,Euro,European Euro,1,143.56,144.21
isle of man,Ann Serrano,279-336-8180x3383,BY,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
canada,Charles Cisneros,(435)569-6367x478,MD,Python,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
martinique,Rachel Webster,579.600.2264x82529,UG,Java,EUR,Euro,European Euro,1,143.56,144.21
austria,Kevin Robinson,436.717.6319x663,,Java,EUR,Euro,European Euro,1,143.56,144.21
martinique,William Carr,764.641.2171,TO,PHP,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Steven Hawkins,(921)999-2671,IR,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
malaysia,Brittany Fox,001-390-679-4404x76156,RW,Python,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
cyprus,Jake Smith,315.643.3278,LU,PHP,EUR,Euro,European Euro,1,143.56,144.21
kuwait,Andre Harrison,9038104136,CY,Java,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
malaysia,Todd Knight,001-713-293-4706x64521,AM,PHP,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
ecuador,Nicholas Floyd,001-600-826-0348x98269,KP,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
switzerland,Jessica Long,245.648.4579x17077,BT,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
italy,Jason Richmond,(332)694-9806x853,MY,PHP,EUR,Euro,European Euro,1,143.56,144.21
greenland,Craig Juarez,+1-602-588-8468,PT,C#,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
germany,Cody Winters,+1-752-252-6092x73804,TR,C#,EUR,Euro,European Euro,1,143.56,144.21
slovenia,George Jarvis,481-477-5779,NZ,Java,EUR,Euro,European Euro,1,143.56,144.21
malta,Donald Anderson,522-434-2858x27232,RW,Java,EUR,Euro,European Euro,1,143.56,144.21
christmas island,Jasmine Dyer,(563)689-7635,UY,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
monaco,Michael Blevins,7185073801,SR,Java,EUR,Euro,European Euro,1,143.56,144.21
lithuania,Barbara Long,(696)969-6345x35688,JO,C#,EUR,Euro,European Euro,1,143.56,144.21
isle of man,Carl Cole,927-930-9125,ZW,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
qatar,Jessica Gray,001-214-204-3411x0341,,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
italy,Michael Baker,661-916-6187,,Java,EUR,Euro,European Euro,1,143.56,144.21
haiti,Donna Fernandez,+1-659-567-7887x527,GQ,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bhutan,Jennifer King,556-926-1029x89653,NR,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
germany,Michael Smith,250.287.1962x158,PH,Java,EUR,Euro,European Euro,1,143.56,144.21
bahrain,Justin Gill,001-527-450-1469x8329,NO,PHP,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
san marino,Joshua Smith,340.594.8155x27261,ZW,C#,EUR,Euro,European Euro,1,143.56,144.21
hong kong,Marco Carson,+1-859-693-2513x3568,IR,Java,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
malaysia,Chad Harris,(834)619-7187x866,TT,Java,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
el salvador,David Lin,(245)495-0629,CH,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
christmas island,Jennifer Harrison,670-280-2298x8343,MY,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
san marino,Belinda Hancock,850.796.2880x444,SV,PHP,EUR,Euro,European Euro,1,143.56,144.21
portugal,Stephen Pittman,9585512860,BT,PHP,EUR,Euro,European Euro,1,143.56,144.21
portugal,Mary Hurst,4674444853,SC,C#,EUR,Euro,European Euro,1,143.56,144.21
ireland,Kathryn Sims,(253)946-1341x95389,GE,Java,EUR,Euro,European Euro,1,143.56,144.21
isle of man,Kelly Johns,+1-661-536-8842x078,SO,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
norfolk island,Stephen Jenkins MD,+1-293-476-5147x11796,CY,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
switzerland,Andrea Mcclain,705-525-6581x588,MY,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
singapore,Mark Stephens,859-816-2323,RU,PHP,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
cyprus,Charles Mills,+1-979-559-0345x25500,CO,C#,EUR,Euro,European Euro,1,143.56,144.21
spain,Derek Archer,+1-444-292-0679x4606,SA,Python,EUR,Euro,European Euro,1,143.56,144.21
el salvador,Dr. Tina Hernandez,497-674-9087,NR,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
el salvador,Kyle Murray,297.219.7329x408,RU,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bhutan,Bryan Reed,692.487.6174,MD,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
french guiana,Kimberly Smith,+1-692-755-1714,KI,PHP,EUR,Euro,European Euro,1,143.56,144.21
spain,Brandi Coleman,370.304.4890x7227,ZW,PHP,EUR,Euro,European Euro,1,143.56,144.21
guam,Dylan Schwartz,2718329892,BB,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
guadeloupe,Erica Williams,(327)260-0840,SZ,PHP,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Robert Marshall,372-584-7707x987,UZ,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
guernsey,Nicole Shea,9129047336,SI,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
san marino,Zachary Conway,5018460284,AD,C#,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Stephen Moss,(955)356-0926,CM,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
kiribati,Margaret Walters,457-250-2557,AM,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
finland,Michael Hurley,001-377-605-9613,SY,C#,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Michael Dawson,(327)363-5517x43244,CD,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
estonia,Gabriela Lee,249-917-4881,MC,Java,EUR,Euro,European Euro,1,143.56,144.21
cyprus,Julie Reese,5125677108,BE,C#,EUR,Euro,European Euro,1,143.56,144.21
french guiana,Becky Young,8492908553,MN,Java,EUR,Euro,European Euro,1,143.56,144.21
christmas island,Richard Kelly,741-873-0137x5698,ST,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
cyprus,Daniel Thompson,497.767.3112x628,VC,Python,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Mary Perez,759.258.0112x686,UY,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
norfolk island,Gary Silva,846-819-6969x353,MR,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
belgium,Megan Martinez,(481)807-6322,LA,C#,EUR,Euro,European Euro,1,143.56,144.21
greece,Eric Johnson,7267678282,LS,PHP,EUR,Euro,European Euro,1,143.56,144.21
australia,Megan Baker,(496)476-4240,TZ,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
isle of man,Taylor Sheppard,547-229-1269x922,SY,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
american samoa,Nathan Snyder,642-692-0112x588,AU,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
cyprus,Lawrence Khan,001-850-571-0528,TD,PHP,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Samuel Flores,+1-714-795-3868x034,CY,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
greenland,Elizabeth Morgan,969.993.7395x2005,VE,Java,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
cyprus,Jerry Weber,(421)952-0903x51344,MH,PHP,EUR,Euro,European Euro,1,143.56,144.21
denmark,Michael Murphy,988.870.4531x7297,NL,Java,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
french guiana,Ryan Perry,538.704.0606,LB,C#,EUR,Euro,European Euro,1,143.56,144.21
guam,Jerome Dennis,3407576375,FR,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
sweden,Wendy Garrison,7209623372,TW,Java,SEK,Swedish Krona,Swedish Kroner,1,12.29,12.34
guernsey,Jennifer Mason,+1-782-828-0535x705,CF,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
cyprus,Robert Padilla,+1-639-575-7989x292,SA,Python,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Judith Giles,2969666673,RO,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
luxembourg,David Carlson,+1-991-742-7667x58308,CL,Python,EUR,Euro,European Euro,1,143.56,144.21
japan,Jessica Garcia,8816622465,CV,Java,JPY,Yen,Japanese Yen,10,8.63,8.67
portugal,Brandon Berry,656.749.5150x5007,KG,C#,EUR,Euro,European Euro,1,143.56,144.21
austria,Denise Obrien,(307)263-1809,,PHP,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,Edward Wagner,601-728-1465,HT,Java,EUR,Euro,European Euro,1,143.56,144.21
estonia,April Estes,676.913.2158x2450,TW,Python,EUR,Euro,European Euro,1,143.56,144.21
greenland,Zachary May,(431)533-3318x1888,SA,C#,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
monaco,Timothy Hill,436-837-0856,TL,C#,EUR,Euro,European Euro,1,143.56,144.21
malta,Susan Parks,2463235404,PE,PHP,EUR,Euro,European Euro,1,143.56,144.21
haiti,Dana Williams,439.364.3960,OM,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
tuvalu,Daniel Lucas,411-929-6309,US,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
liechtenstein,William Campbell,865-532-3341x24363,ZW,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
slovenia,Jeremiah Singh,653.535.8978x8197,AL,PHP,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,Joe Gibbs,(450)247-9896x546,TR,PHP,EUR,Euro,European Euro,1,143.56,144.21
portugal,Craig Hill,981-928-2724x5271,BG,Java,EUR,Euro,European Euro,1,143.56,144.21
china,Robert Patterson,(522)447-4008,KI,Java,CNY,Yuan Renminbi,Chinese Yuan,1,18.47,18.55
india,Lawrence Williams,989.658.3037x66200,FJ,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
canada,Jason Sanchez,345-863-8295x6611,VC,PHP,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
malta,Samantha Holmes,(656)215-8861x62385,ER,C#,EUR,Euro,European Euro,1,143.56,144.21
panama,Susan Hernandez,425.536.1226x180,FJ,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
ecuador,Tyler Jenkins,738.323.9488x3030,AR,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
martinique,Kathryn Craig,800-411-5622x46580,ES,PHP,EUR,Euro,European Euro,1,143.56,144.21
san marino,Kathryn Trevino,001-860-518-1320x64664,US,Java,EUR,Euro,European Euro,1,143.56,144.21
malta,Mr. David Calderon PhD,781-401-8341x651,EC,Java,EUR,Euro,European Euro,1,143.56,144.21
india,Barbara Russell,(856)663-6709,IS,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
malaysia,Juan Cohen,3676137745,FR,C#,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
bahrain,Deborah Sutton,491-785-0833x991,BG,PHP,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
latvia,Nathaniel Choi,478.696.5081x1498,EE,Python,EUR,Euro,European Euro,1,143.56,144.21
australia,Rachel Henderson,+1-942-348-4907x9313,NP,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
spain,Adam Juarez,001-726-465-8563x56219,ET,Python,EUR,Euro,European Euro,1,143.56,144.21
lithuania,Oscar Landry III,(908)950-5226x9215,ZA,Java,EUR,Euro,European Euro,1,143.56,144.21
jersey,Alec Nelson,+1-298-635-7070x019,EC,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
italy,Tina Morales,459.231.3742x58408,LS,PHP,EUR,Euro,European Euro,1,143.56,144.21
estonia,Cindy Wright,856-831-3643,TN,Java,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Mrs. Shannon Johnson DDS,001-523-337-4184x659,GW,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
belgium,Brianna Hall,+1-890-314-2936x770,FM,PHP,EUR,Euro,European Euro,1,143.56,144.21
palau,Cheryl Jones,294-509-8451x89856,IE,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
estonia,Kenneth Davis,435-506-0886x5251,PL,C#,EUR,Euro,European Euro,1,143.56,144.21
saint pierre and miquelon,Kristina Flores,957.822.0302,SL,PHP,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Jennifer Reese,+1-399-815-5527,IQ,PHP,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Michael Martin,4609555334,AG,C#,EUR,Euro,European Euro,1,143.56,144.21
malta,Edward Long,435.851.6817,HT,PHP,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Tyler Lewis,335.479.2050,SY,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
liechtenstein,John Bowers,(868)875-5139x0638,PG,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
qatar,Steven Spears,504-790-1926,CR,PHP,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
portugal,Christine Forbes,677-648-9514,FI,PHP,EUR,Euro,European Euro,1,143.56,144.21
qatar,Dawn Daniels,001-485-386-7562x97415,BT,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
montenegro,Wendy Hernandez,392-483-0416x08140,FR,PHP,EUR,Euro,European Euro,1,143.56,144.21
lithuania,Jeffery Christian,001-823-278-2287x449,CF,PHP,EUR,Euro,European Euro,1,143.56,144.21
thailand,Philip Ross,(867)790-4387x60678,TL,PHP,THB,Baht,Thai Baht,1,3.62,3.63
kiribati,Tamara Wood,978.458.1398,BO,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
india,David Johnson,420-263-2282x9555,BB,PHP,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
el salvador,Wendy Harris,(285)236-6724x2227,BI,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
malaysia,Andre Holmes,+1-628-492-9330x2899,TV,Python,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
china,Kenneth Hays,(748)438-1706x960,AF,Java,CNY,Yuan Renminbi,Chinese Yuan,1,18.47,18.55
greenland,Angela Williams,406.705.8540,SA,Java,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
canada,Daniel Blackburn,(546)323-9572,TR,Java,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
germany,Sara Powers,787-462-7635x06603,PA,C#,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Sarah Olsen,(676)915-0484,BO,PHP,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
belgium,Jessica Hawkins,676-275-2587x7974,KW,C#,EUR,Euro,European Euro,1,143.56,144.21
croatia,Brenda Edwards,+1-668-825-9632x220,CR,C#,EUR,Euro,European Euro,1,143.56,144.21
spain,Theresa Spencer,+1-507-224-6670,IR,PHP,EUR,Euro,European Euro,1,143.56,144.21
australia,Timothy Phillips,8764543779,GE,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
finland,Cheryl Patterson,675-553-1406,KR,C#,EUR,Euro,European Euro,1,143.56,144.21
liechtenstein,Jane Clark,396.794.5214x851,GY,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
kiribati,Steve Richard,(301)923-2891x98940,LK,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
kuwait,Daniel Lopez,(478)748-9877x243,TT,Python,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
croatia,David Singh,001-634-624-3808x2079,GT,Python,EUR,Euro,European Euro,1,143.56,144.21
greece,Brooke Hoffman,9348738834,LS,Python,EUR,Euro,European Euro,1,143.56,144.21
estonia,Mark Jackson,701.581.4784x39045,DM,Python,EUR,Euro,European Euro,1,143.56,144.21
panama,Hannah Calderon,2578261552,DM,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
kuwait,Samantha Russell,886-329-2702x11585,VE,PHP,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
canada,Richard Davis,286.847.2037x26441,SZ,C#,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
slovenia,James Torres,532-794-2764,RS,PHP,EUR,Euro,European Euro,1,143.56,144.21
timor-leste,Ashley Farmer,(317)694-2814x14403,WS,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
norfolk island,Nancy Davidson,991-207-9051x289,LY,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
guadeloupe,Tammy Brown,(456)740-6300x8138,CG,Java,EUR,Euro,European Euro,1,143.56,144.21
belgium,Matthew Murphy,(721)685-1641x90511,CM,Python,EUR,Euro,European Euro,1,143.56,144.21
singapore,Dakota Lewis,386-951-4429x18969,LY,Java,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
slovenia,Susan Schaefer,(710)751-3044x3188,ML,PHP,EUR,Euro,European Euro,1,143.56,144.21
india,Ryan Fuentes,+1-393-327-8105x1966,FM,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
palau,Tyrone Cervantes,+1-834-881-5857x3192,AO,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
croatia,Tanner Stephens,(891)766-6378x9707,BY,Python,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Christine Williams,+1-301-881-8958x710,MA,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
palau,Stephanie Sanders,(352)819-3786x33009,FR,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
monaco,Thomas Lee,6393619068,MA,C#,EUR,Euro,European Euro,1,143.56,144.21
christmas island,Henry Mitchell,(654)736-8913x70381,BF,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
qatar,Dennis Brown,001-903-690-2490x3541,BB,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
jersey,Glenda Martinez MD,+1-449-763-4881x9634,SL,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
switzerland,John Schneider,647-862-3236,GE,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
norfolk island,Scott Wright,+1-861-797-6983x36127,EE,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
puerto rico,Christopher Crane,794.909.6271x5034,MD,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
monaco,Douglas Jackson,001-486-815-1035,CA,C#,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Danny Mcdonald,787.932.6994,LT,Python,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
latvia,Amanda Smith,001-321-290-1849,AU,C#,EUR,Euro,European Euro,1,143.56,144.21
palau,Andrew Kim,259.432.9196x6347,GN,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
palau,Bobby Brock,001-405-427-7293,GD,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
india,Amber Harris,+1-640-748-2079x43468,TT,PHP,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
jersey,Rachael Cole,+1-324-873-6356,NE,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
saudi arabia,Edward Garcia,001-922-680-4891x7881,LR,Java,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
monaco,Thomas Jones,873-776-1900,GR,Python,EUR,Euro,European Euro,1,143.56,144.21
portugal,Jason Torres,(441)932-5041,GW,Java,EUR,Euro,European Euro,1,143.56,144.21
canada,Jonathan Garner,644.217.2745x26324,AL,C#,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
liechtenstein,Donna Thompson,820-590-2710,NR,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
puerto rico,Ricky Hall,001-496-597-6053,TR,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
canada,Christian Sanchez,724-955-1163x9975,TL,Python,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
monaco,Christopher Lawson,(721)431-3594x98263,BW,Python,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Michael Ponce,3064009343,IR,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
liechtenstein,Wyatt Shaw,001-679-466-0633x831,BA,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
isle of man,Jesse Maxwell,+1-524-893-3271x680,AZ,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
cyprus,Jessica Mitchell,001-921-585-9535,LU,Java,EUR,Euro,European Euro,1,143.56,144.21
ireland,Jose West,(426)729-9560x43607,YE,Java,EUR,Euro,European Euro,1,143.56,144.21
greece,Gary Cox,(799)427-0306,DE,PHP,EUR,Euro,European Euro,1,143.56,144.21
italy,Amy Fuentes,913.671.6242,SN,Java,EUR,Euro,European Euro,1,143.56,144.21
isle of man,Kelly Gilmore,001-807-467-3200x72292,WS,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
puerto rico,John Mckee,(323)409-8387x39102,RW,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
mayotte,Elaine Long,921-692-7844x91964,CV,Python,EUR,Euro,European Euro,1,143.56,144.21
martinique,Robert Salazar,7678609631,RS,Java,EUR,Euro,European Euro,1,143.56,144.21
saudi arabia,Rachel Gibson,001-496-553-0658x22415,AU,PHP,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
france,Brittany Wilkins,+1-949-787-3844x69909,HU,C#,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Eric Tyler,394-370-9649x6425,GB,Java,EUR,Euro,European Euro,1,143.56,144.21
jersey,Heather Pierce,+1-988-775-2302x9759,VN,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
martinique,Christopher Jackson,001-924-262-3526,VA,Java,EUR,Euro,European Euro,1,143.56,144.21
guam,Randy Villarreal,599.987.4833x439,US,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
finland,Douglas Morrison,913-684-8460,AG,Java,EUR,Euro,European Euro,1,143.56,144.21
slovenia,Keith Crawford,9673814068,IE,Java,EUR,Euro,European Euro,1,143.56,144.21
mayotte,Charles Morton,(435)368-8568x0551,TW,Python,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Danielle Brown,+1-881-900-6008x9365,CA,Java,EUR,Euro,European Euro,1,143.56,144.21
qatar,Christine Padilla,(650)284-1964x382,PY,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
guernsey,John George,+1-799-456-3947,JP,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
bahrain,Rachel Burns,350-977-9481x50389,DZ,Python,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
china,Alicia Erickson,975-574-5924x671,AU,C#,CNY,Yuan Renminbi,Chinese Yuan,1,18.47,18.55
australia,Emily Jones,+1-726-837-2120x65623,LK,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
saint pierre and miquelon,Kenneth Pierce,(937)392-1558,CA,PHP,EUR,Euro,European Euro,1,143.56,144.21
american samoa,Michael Christensen,574.327.0706x63532,BH,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
monaco,Leah Mora,466-761-0192,SY,C#,EUR,Euro,European Euro,1,143.56,144.21
finland,Sarah Lawrence,315-487-1438x52187,GH,Python,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Daniel Wright,850-955-9863x8369,LB,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
isle of man,Julie White,+1-921-283-8489x44767,KG,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
andorra,Tanya Stephenson,670.608.6791,BZ,C#,EUR,Euro,European Euro,1,143.56,144.21
austria,John Gomez,(427)961-3916x77318,EG,Python,EUR,Euro,European Euro,1,143.56,144.21
australia,Nathan Ramirez,673.716.2769x443,BE,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
austria,Alison Martinez,4129107111,CD,PHP,EUR,Euro,European Euro,1,143.56,144.21
christmas island,Courtney James,997.334.2852x769,IR,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
sweden,William Shelton,(927)218-8131x2603,ZM,C#,SEK,Swedish Krona,Swedish Kroner,1,12.29,12.34
jersey,Tracy Fernandez,506.295.3088x738,GQ,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
france,Mark Johnson,(272)391-4812,NZ,C#,EUR,Euro,European Euro,1,143.56,144.21
bhutan,Matthew Hudson,+1-874-554-9445x32096,BD,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
bhutan,Amber Campos,555.631.1629x9530,TV,C#,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
thailand,Karen Hinton,+1-777-895-8839x40205,FI,PHP,THB,Baht,Thai Baht,1,3.62,3.63
guam,Dustin Bailey,588-231-1904,GM,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
portugal,Brandy Miller,532.871.7908x661,DE,C#,EUR,Euro,European Euro,1,143.56,144.21
belgium,Patricia Hahn,001-714-837-7299x74345,HR,PHP,EUR,Euro,European Euro,1,143.56,144.21
timor-leste,Mrs. Amanda Elliott,+1-545-767-0458x1824,SG,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
